object,category,type,path,m_score,recognition
recycling bin,street_items,nonliving,thesis_stim/recycling_bin_exemplar1.jpg,0.583333,old
cigarette,household_items,nonliving,thesis_stim/cigarette_exemplar1.jpg,0.75,old
bottle,kitchen_items,nonliving,thesis_stim/bottle_exemplar1.jpg,0.363636,old
space shuttle,vehicle,nonliving,thesis_stim/space_shuttle_exemplar1.jpg,0.557692,old
scale,household_items,nonliving,thesis_stim/scale_exemplar1.jpg,0.309524,new
greenhouse,building,nonliving,thesis_stim/greenhouse_exemplar1.jpg,0.886364,old
dice,sports,nonliving,thesis_stim/dice_exemplar1.jpg,0.56,old
beetle,insect,living,thesis_stim/beetle_exemplar1.jpg,0.745455,old
octopus,sea,living,thesis_stim/octopus_exemplar1.jpg,0.930233,new
broom,tools,nonliving,thesis_stim/broom_exemplar1.jpg,0.305556,old
firewood,household_items,nonliving,thesis_stim/firewood_exemplar1.jpg,0.489796,new
tarantula,insect,living,thesis_stim/tarantula_exemplar1.jpg,0.553191,new
clamp,tools,nonliving,thesis_stim/clamp_exemplar1.jpg,0.5,new
chess bishop,toys,nonliving,thesis_stim/chess_bishop_exemplar1.jpg,0.642857,old
puffin,birds,living,thesis_stim/puffin_exemplar1.jpg,0.416667,new
teddybear,toys,nonliving,thesis_stim/teddybear_exemplar1.jpg,0.688889,old
washboard,tools,nonliving,thesis_stim/washboard_exemplar1.jpg,0.367347,old
chalice,decor,nonliving,thesis_stim/chalice_exemplar1.jpg,0.92,old
windmill,building,nonliving,thesis_stim/windmill_exemplar1.jpg,0.422222,new
microwave,appliances,nonliving,thesis_stim/microwave_exemplar1.jpg,0.466667,old
air conditioner,street_items,nonliving,thesis_stim/air_conditioner_exemplar1.jpg,0.491228,old
flag,street_items,nonliving,thesis_stim/flag_exemplar1.jpg,0.38,old
purse,clothing,nonliving,thesis_stim/purse_exemplar1.jpg,0.25,old
religious statue,decor,nonliving,thesis_stim/religious_statue_exemplar1.jpg,0.342857,old
vase,household_items,nonliving,thesis_stim/vase_exemplar1.jpg,0.5,old
rubber duck,toys,nonliving,thesis_stim/rubber_duck_exemplar1.jpg,0.666667,old
cash register,office_supplies,nonliving,thesis_stim/cash_register_exemplar1.jpg,0.62,old
nesting dolls,toys,nonliving,thesis_stim/nesting_dolls_exemplar1.jpg,0.666667,old
raft,vehicle,nonliving,thesis_stim/raft_exemplar1.jpg,0.458333,old
umbrella,household_items,nonliving,thesis_stim/umbrella_exemplar1.jpg,0.340909,new
bench,street_items,nonliving,thesis_stim/bench_exemplar1.jpg,0.714286,old
beanie,clothing,nonliving,thesis_stim/beanie_exemplar1.jpg,0.407407,old
pagoda,building,nonliving,thesis_stim/pagoda_exemplar1.jpg,0.590909,old
old camera,electronics,nonliving,thesis_stim/old_camera_exemplar1.jpg,0.310345,old
bear,mammal,living,thesis_stim/bear_exemplar1.jpg,0.8,old
wetsuit,clothing,nonliving,thesis_stim/wetsuit_exemplar1.jpg,0.326531,old
salmon,sea,living,thesis_stim/salmon_exemplar1.jpg,0.533333,old
picnic table,street_items,nonliving,thesis_stim/picnic_table_exemplar1.jpg,0.574074,old
piggybank,decor,nonliving,thesis_stim/piggybank_exemplar1.jpg,0.166667,old
booster seat,furniture,nonliving,thesis_stim/booster_seat_exemplar1.jpg,0.622222,old
crow,birds,living,thesis_stim/crow_exemplar1.jpg,0.857143,old
castle,building,nonliving,thesis_stim/castle_exemplar1.jpg,0.357143,old
percussion instrument,music_inst,nonliving,thesis_stim/percussion_instrument_exemplar1.jpg,0.527273,new
gorilla,mammal,living,thesis_stim/gorilla_exemplar1.jpg,0.886792,old
rattle,toys,nonliving,thesis_stim/rattle_exemplar1.jpg,0.305556,old
bulldog,mammal,living,thesis_stim/bulldog_exemplar1.jpg,0.773585,new
butterfly,insect,living,thesis_stim/butterfly_exemplar1.jpg,0.666667,new
yoyo,toys,nonliving,thesis_stim/yoyo_exemplar1.jpg,0.58,old
armoire,furniture,nonliving,thesis_stim/armoire_exemplar1.jpg,0.517241,old
biplane,vehicle,nonliving,thesis_stim/biplane_exemplar1.jpg,0.46,old
jet-ski,vehicle,nonliving,thesis_stim/jet-ski_exemplar1.jpg,0.310345,new
headphone,electronics,nonliving,thesis_stim/headphone_exemplar1.jpg,0.535714,old
sugar shaker,kitchen_items,nonliving,thesis_stim/sugar_shaker_exemplar1.jpg,0.44898,old
dumbbell,sports,nonliving,thesis_stim/dumbbell_exemplar1.jpg,0.510204,old
toy xylophone,toys,nonliving,thesis_stim/toy_xylophone_exemplar1.jpg,0.277778,old
goat,mammal,living,thesis_stim/goat_exemplar1.jpg,0.75,new
tractor,vehicle,nonliving,thesis_stim/tractor_exemplar1.jpg,0.416667,old
bed,furniture,nonliving,thesis_stim/bed_exemplar1.jpg,0.138889,old
lamborghini,vehicle,nonliving,thesis_stim/lamborghini_exemplar1.jpg,0.32,old
alarm clock,household_items,nonliving,thesis_stim/alarm_clock_exemplar1.jpg,0.408163,old
joystick,electronics,nonliving,thesis_stim/joystick_exemplar1.jpg,0.636364,old
beach chair,furniture,nonliving,thesis_stim/beach_chair_exemplar1.jpg,0.4,new
cabin,building,nonliving,thesis_stim/cabin_exemplar1.jpg,0.489796,old
fish,sea,living,thesis_stim/fish_exemplar1.jpg,0.734694,old
typewriter,office_supplies,nonliving,thesis_stim/typewriter_exemplar1.jpg,0.410714,old
money,household_items,nonliving,thesis_stim/money_exemplar1.jpg,0.653061,old
pencil,household_items,nonliving,thesis_stim/pencil_exemplar1.jpg,0.777778,old
hot air balloon,vehicle,nonliving,thesis_stim/hot_air_balloon_exemplar1.jpg,0.62069,old
pyramid,building,nonliving,thesis_stim/pyramid_exemplar1.jpg,0.485714,old
aqueduct,building,nonliving,thesis_stim/aqueduct_exemplar1.jpg,0.54,old
vcr,appliances,nonliving,thesis_stim/vcr_exemplar1.jpg,0.488889,old
beagle,mammal,living,thesis_stim/beagle_exemplar1.jpg,0.888889,old
easel,tools,nonliving,thesis_stim/easel_exemplar1.jpg,0.444444,old
scoop,household_items,nonliving,thesis_stim/scoop_exemplar1.jpg,0.586207,old
trash can,street_items,nonliving,thesis_stim/trash_can_exemplar1.jpg,0.66,old
grandfather clock,furniture,nonliving,thesis_stim/grandfather_clock_exemplar1.jpg,0.444444,old
trumpet,music_inst,nonliving,thesis_stim/trumpet_exemplar1.jpg,0.545455,old
manatee,mammal,living,thesis_stim/manatee_exemplar1.jpg,0.52,new
congo drum,music_inst,nonliving,thesis_stim/congo_drum_exemplar1.jpg,0.52,old
ice skate,clothing,nonliving,thesis_stim/ice_skate_exemplar1.jpg,0.392857,old
moth,insect,living,thesis_stim/moth_exemplar1.jpg,0.86,old
kingfisher,birds,living,thesis_stim/kingfisher_exemplar1.jpg,0.724138,new
church,building,nonliving,thesis_stim/church_exemplar1.jpg,0.555556,old
gas can,tools,nonliving,thesis_stim/gas_can_exemplar1.jpg,0.711111,old
in basket,office_supplies,nonliving,thesis_stim/in_basket_exemplar1.jpg,0.533333,old
shrimp,sea,living,thesis_stim/shrimp_exemplar1.jpg,0.890909,old
lip phone,decor,nonliving,thesis_stim/lip_phone_exemplar1.jpg,0.791667,new
music stand,music_inst,nonliving,thesis_stim/music_stand_exemplar1.jpg,0.425926,old
breadbox,kitchen_items,nonliving,thesis_stim/breadbox_exemplar1.jpg,0.422222,new
toy apple,toys,nonliving,thesis_stim/toy_apple_exemplar1.jpg,0.551724,new
ice bucket,kitchen_items,nonliving,thesis_stim/ice_bucket_exemplar1.jpg,0.2,old
drum set,music_inst,nonliving,thesis_stim/drum_set_exemplar1.jpg,0.583333,old
waterjug,kitchen_items,nonliving,thesis_stim/waterjug_exemplar1.jpg,0.48,old
baseball bat,sports,nonliving,thesis_stim/baseball_bat_exemplar1.jpg,0.607143,old
fountain,street_items,nonliving,thesis_stim/fountain_exemplar1.jpg,0.618182,old
hanger,household_items,nonliving,thesis_stim/hanger_exemplar1.jpg,0.428571,old
chainsaw,appliances,nonliving,thesis_stim/chainsaw_exemplar1.jpg,0.527273,old
dragon statue,decor,nonliving,thesis_stim/dragon_statue_exemplar1.jpg,0.551724,old
coin,household_items,nonliving,thesis_stim/coin_exemplar1.jpg,0.571429,new
power lines,street_items,nonliving,thesis_stim/power_lines_exemplar1.jpg,0.428571,old
skateboard,sports,nonliving,thesis_stim/skateboard_exemplar1.jpg,0.413793,old
dollhouse,toys,nonliving,thesis_stim/dollhouse_exemplar1.jpg,0.285714,old
compass,tools,nonliving,thesis_stim/compass_exemplar1.jpg,0.275862,old
bulldozer,vehicle,nonliving,thesis_stim/bulldozer_exemplar1.jpg,0.413793,old
parking meter,street_items,nonliving,thesis_stim/parking_meter_exemplar1.jpg,0.482759,old
pick,tools,nonliving,thesis_stim/pick_exemplar1.jpg,0.586207,old
kayak,sports,nonliving,thesis_stim/kayak_exemplar1.jpg,0.55102,old
minivan,vehicle,nonliving,thesis_stim/minivan_exemplar1.jpg,0.18,old
electric drumset,music_inst,nonliving,thesis_stim/electric_drumset_exemplar1.jpg,0.333333,old
book,office_supplies,nonliving,thesis_stim/book_exemplar1.jpg,0.433962,new
toaster oven,appliances,nonliving,thesis_stim/toaster_oven_exemplar1.jpg,0.5,old
telephone,electronics,nonliving,thesis_stim/telephone_exemplar1.jpg,0.526316,old
gong,music_inst,nonliving,thesis_stim/gong_exemplar1.jpg,0.314286,old
ski mask,clothing,nonliving,thesis_stim/ski_mask_exemplar1.jpg,0.77551,new
helicopter,vehicle,nonliving,thesis_stim/helicopter_exemplar1.jpg,0.596154,new
toaster,appliances,nonliving,thesis_stim/toaster_exemplar1.jpg,0.381818,old
mosque,building,nonliving,thesis_stim/mosque_exemplar1.jpg,0.482143,old
hunting bow,sports,nonliving,thesis_stim/hunting_bow_exemplar1.jpg,0.607143,new
porcupine,mammal,living,thesis_stim/porcupine_exemplar1.jpg,0.714286,old
scroll,decor,nonliving,thesis_stim/scroll_exemplar1.jpg,0.4,old
hut,building,nonliving,thesis_stim/hut_exemplar1.jpg,0.52,old
toy wagon,toys,nonliving,thesis_stim/toy_wagon_exemplar1.jpg,0.693878,old
tray,kitchen_items,nonliving,thesis_stim/tray_exemplar1.jpg,0.4,old
pig,mammal,living,thesis_stim/pig_exemplar1.jpg,0.666667,old
safe,tools,nonliving,thesis_stim/safe_exemplar1.jpg,0.571429,old
cricket,insect,living,thesis_stim/cricket_exemplar1.jpg,0.727273,old
perfume,household_items,nonliving,thesis_stim/perfume_exemplar1.jpg,0.428571,old
stapler,office_supplies,nonliving,thesis_stim/stapler_exemplar1.jpg,0.257143,old
toy phone,toys,nonliving,thesis_stim/toy_phone_exemplar1.jpg,0.603774,new
outdoor table,furniture,nonliving,thesis_stim/outdoor_table_exemplar1.jpg,0.285714,old
piano,music_inst,nonliving,thesis_stim/piano_exemplar1.jpg,0.45614,old
cockroach,insect,living,thesis_stim/cockroach_exemplar1.jpg,0.694444,old
fan,appliances,nonliving,thesis_stim/fan_exemplar1.jpg,0.555556,old
ATM,street_items,nonliving,thesis_stim/atm_exemplar1.jpg,0.577778,old
shuttlecock,sports,nonliving,thesis_stim/shuttlecock_exemplar1.jpg,0.388889,old
rolling pin,kitchen_items,nonliving,thesis_stim/rolling_pin_exemplar1.jpg,0.571429,old
belt,clothing,nonliving,thesis_stim/belt_exemplar1.jpg,0.653061,new
tuba,music_inst,nonliving,thesis_stim/tuba_exemplar1.jpg,0.678571,old
space heater,electronics,nonliving,thesis_stim/space_heater_exemplar1.jpg,0.408163,old
shovel,tools,nonliving,thesis_stim/shovel_exemplar1.jpg,0.488889,old
clam,sea,living,thesis_stim/clam_exemplar1.jpg,0.638889,new
coffeemaker,appliances,nonliving,thesis_stim/coffeemaker_exemplar1.jpg,0.551724,new
scanner,electronics,nonliving,thesis_stim/scanner_exemplar1.jpg,0.4,old
ladder,furniture,nonliving,thesis_stim/ladder_exemplar1.jpg,0.454545,old
cross,decor,nonliving,thesis_stim/cross_exemplar1.jpg,0.790698,old
loudspeaker,electronics,nonliving,thesis_stim/loudspeaker_exemplar1.jpg,0.48,old
amplifier,electronics,nonliving,thesis_stim/amplifier_exemplar1.jpg,0.166667,old
car,vehicle,nonliving,thesis_stim/car_exemplar1.jpg,0.34,old
wheelbarrow,tools,nonliving,thesis_stim/wheelbarrow_exemplar1.jpg,0.607143,old
hollywood star,decor,nonliving,thesis_stim/hollywood_star_exemplar1.jpg,0.591837,old
office building,building,nonliving,thesis_stim/office_building_exemplar1.jpg,0.551724,old
swimsuit,clothing,nonliving,thesis_stim/swimsuit_exemplar1.jpg,0.535714,old
slide,street_items,nonliving,thesis_stim/slide_exemplar1.jpg,0.314286,new
fire hydrant,street_items,nonliving,thesis_stim/fire_hydrant_exemplar1.jpg,0.42,old
pants,clothing,nonliving,thesis_stim/pants_exemplar1.jpg,0.469388,old
vacuum,appliances,nonliving,thesis_stim/vacuum_exemplar1.jpg,0.488889,old
ring,clothing,nonliving,thesis_stim/ring_exemplar1.jpg,0.54,old
wagon wheel,vehicle,nonliving,thesis_stim/wagon_wheel_exemplar1.jpg,0.4,new
robin,birds,living,thesis_stim/robin_exemplar1.jpg,0.92,old
loofah,tools,nonliving,thesis_stim/loofah_exemplar1.jpg,0.4,old
crab,sea,living,thesis_stim/crab_exemplar1.jpg,0.638889,new
squid,sea,living,thesis_stim/squid_exemplar1.jpg,0.571429,new
bicycle,vehicle,nonliving,thesis_stim/bicycle_exemplar1.jpg,0.444444,new
violin,music_inst,nonliving,thesis_stim/violin_exemplar1.jpg,0.694444,old
tricycle,vehicle,nonliving,thesis_stim/tricycle_exemplar1.jpg,0.34,old
planet,decor,nonliving,thesis_stim/planet_exemplar1.jpg,0.464286,old
backpack,clothing,nonliving,thesis_stim/backpack_exemplar1.jpg,0.408163,old
cooking pot,kitchen_items,nonliving,thesis_stim/cooking_pot_exemplar1.jpg,0.32,old
dolphin,sea,living,thesis_stim/dolphin_exemplar1.jpg,0.795918,old
shelf,furniture,nonliving,thesis_stim/shelf_exemplar1.jpg,0.477273,old
canoe,vehicle,nonliving,thesis_stim/canoe_exemplar1.jpg,0.367347,old
dress,clothing,nonliving,thesis_stim/dress_exemplar1.jpg,0.387755,old
calculator,electronics,nonliving,thesis_stim/calculator_exemplar1.jpg,0.28,old
earthworm,insect,living,thesis_stim/earthworm_exemplar1.jpg,0.655172,old
dinner knife,kitchen_items,nonliving,thesis_stim/dinner_knife_exemplar1.jpg,0.285714,new
pail,tools,nonliving,thesis_stim/pail_exemplar1.jpg,0.320755,old
toilet,furniture,nonliving,thesis_stim/toilet_exemplar1.jpg,0.609756,new
waffle iron,appliances,nonliving,thesis_stim/waffle_iron_exemplar1.jpg,0.451613,new
glass,kitchen_items,nonliving,thesis_stim/glass_exemplar1.jpg,0.2,old
water fountain,street_items,nonliving,thesis_stim/water_fountain_exemplar1.jpg,0.571429,new
clock,household_items,nonliving,thesis_stim/clock_exemplar1.jpg,0.444444,new
radio tower,building,nonliving,thesis_stim/radio_tower_exemplar1.jpg,0.711111,old
shark,sea,living,thesis_stim/shark_exemplar1.jpg,0.758621,old
owl,birds,living,thesis_stim/owl_exemplar1.jpg,0.816327,old
bow tie,clothing,nonliving,thesis_stim/bow_tie_exemplar1.jpg,0.448276,new
cellphone,electronics,nonliving,thesis_stim/cellphone_exemplar1.jpg,0.613636,old
chick,birds,living,thesis_stim/chick_exemplar1.jpg,0.827586,new
soda machine,street_items,nonliving,thesis_stim/soda_machine_exemplar1.jpg,0.535714,new
bassoon,music_inst,nonliving,thesis_stim/bassoon_exemplar1.jpg,0.642857,old
cabinet,furniture,nonliving,thesis_stim/cabinet_exemplar1.jpg,0.25,old
dining chair,furniture,nonliving,thesis_stim/dining_chair_exemplar1.jpg,0.297872,old
scooter,vehicle,nonliving,thesis_stim/scooter_exemplar1.jpg,0.177778,old
wristwatch,clothing,nonliving,thesis_stim/wristwatch_exemplar1.jpg,0.436364,old
starfish,sea,living,thesis_stim/starfish_exemplar1.jpg,0.591837,new
saltshaker,kitchen_items,nonliving,thesis_stim/saltshaker_exemplar1.jpg,0.666667,old
crayfish,sea,living,thesis_stim/crayfish_exemplar1.jpg,0.82,old
computer monitor,electronics,nonliving,thesis_stim/computer_monitor_exemplar1.jpg,0.448276,old
pool,street_items,nonliving,thesis_stim/pool_exemplar1.jpg,0.413793,old
dinosaur,toys,nonliving,thesis_stim/dinosaur_exemplar1.jpg,0.758621,old
pearl necklace,clothing,nonliving,thesis_stim/pearl_necklace_exemplar1.jpg,0.36,old
lantern,tools,nonliving,thesis_stim/lantern_exemplar1.jpg,0.555556,old
packing tape,office_supplies,nonliving,thesis_stim/packing_tape_exemplar1.jpg,0.361111,old
computer keyboard,electronics,nonliving,thesis_stim/computer_keyboard_exemplar1.jpg,0.457143,old
ostrich,birds,living,thesis_stim/ostrich_exemplar1.jpg,0.842105,old
guitar tuner,electronics,nonliving,thesis_stim/guitar_tuner_exemplar1.jpg,0.489796,old
strainer,tools,nonliving,thesis_stim/strainer_exemplar1.jpg,0.42,new
disk,electronics,nonliving,thesis_stim/disk_exemplar1.jpg,0.68,old
gamepad,electronics,nonliving,thesis_stim/gamepad_exemplar1.jpg,0.470588,new
dinosaur toy,toys,nonliving,thesis_stim/dinosaur_toy_exemplar1.jpg,0.714286,old
snowglobe,decor,nonliving,thesis_stim/snowglobe_exemplar1.jpg,0.42,old
fox,mammal,living,thesis_stim/fox_exemplar1.jpg,0.66,old
lamppost,street_items,nonliving,thesis_stim/lamppost_exemplar1.jpg,0.444444,old
handheld vacuum,appliances,nonliving,thesis_stim/handheld_vacuum_exemplar1.jpg,0.448276,old
fire station,building,nonliving,thesis_stim/fire_station_exemplar1.jpg,0.485714,new
camera lens,electronics,nonliving,thesis_stim/camera_lens_exemplar1.jpg,0.571429,old
sheep,mammal,living,thesis_stim/sheep_exemplar1.jpg,0.755556,new
hamster wheel,household_items,nonliving,thesis_stim/hamster_wheel_exemplar1.jpg,0.48,old
toy,toys,nonliving,thesis_stim/toy_exemplar1.jpg,0.511111,old
toothbrush,household_items,nonliving,thesis_stim/toothbrush_exemplar1.jpg,0.517857,old
hairbrush,household_items,nonliving,thesis_stim/hairbrush_exemplar1.jpg,0.488889,old
kettle,kitchen_items,nonliving,thesis_stim/kettle_exemplar1.jpg,0.413793,new
tile,decor,nonliving,thesis_stim/tile_exemplar1.jpg,0.194444,old
weight bench,sports,nonliving,thesis_stim/weight_bench_exemplar1.jpg,0.545455,new
tambourine,music_inst,nonliving,thesis_stim/tambourine_exemplar1.jpg,0.64,old
elliptical,sports,nonliving,thesis_stim/elliptical_exemplar1.jpg,0.428571,old
keg,furniture,nonliving,thesis_stim/keg_exemplar1.jpg,0.5,old
boot,clothing,nonliving,thesis_stim/boot_exemplar1.jpg,0.47619,old
binder,office_supplies,nonliving,thesis_stim/binder_exemplar1.jpg,0.321429,old
gas station,building,nonliving,thesis_stim/gas_station_exemplar1.jpg,0.527778,old
triangle,music_inst,nonliving,thesis_stim/triangle_exemplar1.jpg,0.4375,new
eagle,birds,living,thesis_stim/eagle_exemplar1.jpg,0.78,old
doghouse,street_items,nonliving,thesis_stim/doghouse_exemplar1.jpg,0.84,old
blender,appliances,nonliving,thesis_stim/blender_exemplar1.jpg,0.413793,new
moose,mammal,living,thesis_stim/moose_exemplar1.jpg,0.666667,old
protractor,office_supplies,nonliving,thesis_stim/protractor_exemplar1.jpg,0.38,new
crayon,toys,nonliving,thesis_stim/crayon_exemplar1.jpg,0.48,old
thermos,sports,nonliving,thesis_stim/thermos_exemplar1.jpg,0.551724,old
soccer ball,sports,nonliving,thesis_stim/soccerball_exemplar1.jpg,0.477272727,old
rock-climbing shoe,clothing,nonliving,thesis_stim/rock-climbing_shoe_exemplar1.jpg,0.371429,old
polaroid,electronics,nonliving,thesis_stim/polaroid_exemplar1.jpg,0.407407,old
file cabinet,furniture,nonliving,thesis_stim/file_cabinet_exemplar1.jpg,0.5,new
lighthouse,building,nonliving,thesis_stim/lighthouse_exemplar1.jpg,0.55102,old
shopping bag,tools,nonliving,thesis_stim/shopping_bag_exemplar1.jpg,0.326531,old
medal,decor,nonliving,thesis_stim/medal_exemplar1.jpg,0.466667,new
