haircomb,clothing,nonliving,thesis_stim/haircomb_exemplar1.jpg,0.777778,old,0.000154366
crow,birds,living,thesis_stim/crow_exemplar1.jpg,0.857143,old,0.008698429
broom,tools,nonliving,thesis_stim/broom_exemplar1.jpg,0.305556,old,0.011224086
toaster,appliances,nonliving,thesis_stim/toaster_exemplar1.jpg,0.381818,old,0.014911465
fish,sea,living,thesis_stim/fish_exemplar1.jpg,0.734694,old,0.020061642
cookie tin,kitchen_items,nonliving,thesis_stim/cookie_tin_exemplar1.jpg,0.269231,old,0.024207237
pagoda,building,nonliving,thesis_stim/pagoda_exemplar1.jpg,0.590909,old,0.02612389
scroll,decor,nonliving,thesis_stim/scroll_exemplar1.jpg,0.4,old,0.028776044
scorpion,insect,living,thesis_stim/scorpion_exemplar1.jpg,0.9,old,0.034878251
robin,birds,living,thesis_stim/robin_exemplar1.jpg,0.92,old,0.039255864
calculator,electronics,nonliving,thesis_stim/calculator_exemplar1.jpg,0.28,old,0.043816463
taxi,vehicle,nonliving,thesis_stim/taxi_exemplar1.jpg,0.285714,old,0.045839527
joystick,electronics,nonliving,thesis_stim/joystick_exemplar1.jpg,0.636364,old,0.049714824
geode,decor,nonliving,thesis_stim/geode_exemplar1.jpg,0.814815,old,0.050292859
balloon,toys,nonliving,thesis_stim/balloon_exemplar1.jpg,0.446429,old,0.055418491
recycling bin,street_items,nonliving,thesis_stim/recycling_bin_exemplar1.jpg,0.583333,old,0.061071928
binder,office_supplies,nonliving,thesis_stim/binder_exemplar1.jpg,0.321429,old,0.06125864
pepper shaker,kitchen_items,nonliving,thesis_stim/pepper_shaker_exemplar1.jpg,0.481481,old,0.061699348
nesting dolls,toys,nonliving,thesis_stim/nesting_dolls_exemplar1.jpg,0.666667,old,0.06467146
refrigerator,appliances,nonliving,thesis_stim/refrigerator_exemplar1.jpg,0.607143,old,0.064736551
gas can,tools,nonliving,thesis_stim/gas_can_exemplar1.jpg,0.711111,old,0.065268037
teddybear,toys,nonliving,thesis_stim/teddybear_exemplar1.jpg,0.688889,old,0.066642002
power lines,street_items,nonliving,thesis_stim/power_lines_exemplar1.jpg,0.428571,old,0.067657403
ray,sea,living,thesis_stim/ray_exemplar1.jpg,0.821429,old,0.069541293
sewing machine,appliances,nonliving,thesis_stim/sewing_machine_exemplar1.jpg,0.444444,old,0.073587063
piggybank,decor,nonliving,thesis_stim/piggybank_exemplar1.jpg,0.166667,old,0.07931155
computer keyboard,electronics,nonliving,thesis_stim/computer_keyboard_exemplar1.jpg,0.457143,old,0.083140882
piano,music_inst,nonliving,thesis_stim/piano_exemplar1.jpg,0.45614,old,0.087782585
mocassins,clothing,nonliving,thesis_stim/mocassins_exemplar1.jpg,0.277778,old,0.092418393
building,building,nonliving,thesis_stim/building_exemplar1.jpg,0.388889,old,0.098010261
sandpaper,tools,nonliving,thesis_stim/sandpaper_exemplar1.jpg,0.509091,old,0.099970726
bowling pins,sports,nonliving,thesis_stim/bowling_pins_exemplar1.jpg,0.290909,old,0.100290353
rollerblade,sports,nonliving,thesis_stim/rollerblade_exemplar1.jpg,0.457143,old,0.113710613
dollhouse,toys,nonliving,thesis_stim/dollhouse_exemplar1.jpg,0.285714,old,0.121797607
in basket,office_supplies,nonliving,thesis_stim/in_basket_exemplar1.jpg,0.533333,old,0.124773761
violin,music_inst,nonliving,thesis_stim/violin_exemplar1.jpg,0.694444,old,0.126604629
moose,mammal,living,thesis_stim/moose_exemplar1.jpg,0.666667,old,0.128096709
tricycle,vehicle,nonliving,thesis_stim/tricycle_exemplar1.jpg,0.34,old,0.129636733
dragon statue,decor,nonliving,thesis_stim/dragon_statue_exemplar1.jpg,0.551724,old,0.133651853
headphone,electronics,nonliving,thesis_stim/headphone_exemplar1.jpg,0.535714,old,0.134152489
booster seat,furniture,nonliving,thesis_stim/booster_seat_exemplar1.jpg,0.622222,old,0.13672091
earthworm,insect,living,thesis_stim/earthworm_exemplar1.jpg,0.655172,old,0.137958128
crayfish,sea,living,thesis_stim/crayfish_exemplar1.jpg,0.82,old,0.144798939
pushpin,office_supplies,nonliving,thesis_stim/pushpin_exemplar1.jpg,0.625,old,0.151346217
q-tip,household_items,nonliving,thesis_stim/q-tip_exemplar1.jpg,0.321429,old,0.152437212
pool,street_items,nonliving,thesis_stim/pool_exemplar1.jpg,0.413793,old,0.152763045
toy soldier,toys,nonliving,thesis_stim/toy_soldier_exemplar1.jpg,0.672727,old,0.152847697
jewlery box,decor,nonliving,thesis_stim/jewlery_box_exemplar1.jpg,0.44186,old,0.15958835
scooter,vehicle,nonliving,thesis_stim/scooter_exemplar1.jpg,0.177778,old,0.15976831
pyramid,building,nonliving,thesis_stim/pyramid_exemplar1.jpg,0.485714,old,0.164829577
gorilla,mammal,living,thesis_stim/gorilla_exemplar1.jpg,0.886792,old,0.16551209
sarcophagus,decor,nonliving,thesis_stim/sarcophagus_exemplar1.jpg,0.689655,old,0.165996918
fez,clothing,nonliving,thesis_stim/fez_exemplar1.jpg,0.5,old,0.17062582
dinosaur,toys,nonliving,thesis_stim/dinosaur_exemplar1.jpg,0.758621,old,0.170709126
rolling pin,kitchen_items,nonliving,thesis_stim/rolling_pin_exemplar1.jpg,0.571429,old,0.172111994
kayak,sports,nonliving,thesis_stim/kayak_exemplar1.jpg,0.55102,old,0.172421348
grandfather clock,furniture,nonliving,thesis_stim/grandfather_clock_exemplar1.jpg,0.444444,old,0.177772717
magnifying glass,office_supplies,nonliving,thesis_stim/magnifyingglass_exemplar1.jpg,0.466666667,old,0.177839729
dress,clothing,nonliving,thesis_stim/dress_exemplar1.jpg,0.387755,old,0.178443262
hollywood star,decor,nonliving,thesis_stim/hollywood_star_exemplar1.jpg,0.591837,old,0.178900245
toaster oven,appliances,nonliving,thesis_stim/toaster_oven_exemplar1.jpg,0.5,old,0.180118081
magazine rack,furniture,nonliving,thesis_stim/magazine_rack_exemplar1.jpg,0.469388,old,0.182718748
jukebox,music_inst,nonliving,thesis_stim/jukebox_exemplar1.jpg,0.54386,old,0.184840741
church,building,nonliving,thesis_stim/church_exemplar1.jpg,0.555556,old,0.185764754
flower pot,household_items,nonliving,thesis_stim/flower_pot_exemplar1.jpg,0.577778,old,0.18615753
lamppost,street_items,nonliving,thesis_stim/lamppost_exemplar1.jpg,0.444444,old,0.187222354
chess bishop,toys,nonliving,thesis_stim/chess_bishop_exemplar1.jpg,0.642857,old,0.19244324
aqueduct,building,nonliving,thesis_stim/aqueduct_exemplar1.jpg,0.54,old,0.198444678
car,vehicle,nonliving,thesis_stim/car_exemplar1.jpg,0.34,old,0.203868797
swingset,street_items,nonliving,thesis_stim/swingset_exemplar1.jpg,0.44186,old,0.205464438
scissors,office_supplies,nonliving,thesis_stim/scissors_exemplar1.jpg,0.306122,old,0.206766896
mosque,building,nonliving,thesis_stim/mosque_exemplar1.jpg,0.482143,old,0.207088503
rollerskates,sports,nonliving,thesis_stim/rollerskates_exemplar1.jpg,0.477273,old,0.209189541
castle,building,nonliving,thesis_stim/castle_exemplar1.jpg,0.357143,old,0.210426252
recorder,music_inst,nonliving,thesis_stim/recorder_exemplar1.jpg,0.38,old,0.211478877
sand bucket,toys,nonliving,thesis_stim/sand_bucket_exemplar1.jpg,0.38,old,0.219808537
greenhouse,building,nonliving,thesis_stim/greenhouse_exemplar1.jpg,0.886364,old,0.219819385
clown,toys,nonliving,thesis_stim/clown_exemplar1.jpg,0.909091,old,0.220552183
couch,furniture,nonliving,thesis_stim/couch_exemplar1.jpg,0.595745,old,0.224233522
cash register,office_supplies,nonliving,thesis_stim/cash_register_exemplar1.jpg,0.62,old,0.226023271
mallet,tools,nonliving,thesis_stim/mallet_exemplar1.jpg,0.571429,old,0.22634705
fire hydrant,street_items,nonliving,thesis_stim/fire_hydrant_exemplar1.jpg,0.42,old,0.227859798
organ,music_inst,nonliving,thesis_stim/organ_exemplar1.jpg,0.571429,old,0.233974212
musical keyboard,music_inst,nonliving,thesis_stim/musical_keyboard_exemplar1.jpg,0.563636,old,0.233978362
ice bucket,kitchen_items,nonliving,thesis_stim/ice_bucket_exemplar1.jpg,0.2,old,0.239641482
cigar box,decor,nonliving,thesis_stim/cigar_box_exemplar1.jpg,0.64,old,0.241766849
religious statue,decor,nonliving,thesis_stim/religious_statue_exemplar1.jpg,0.342857,old,0.242400204
hanger,household_items,nonliving,thesis_stim/hanger_exemplar1.jpg,0.428571,old,0.247824773
washing machine,appliances,nonliving,thesis_stim/washing_machine_exemplar1.jpg,0.48,old,0.250327612
tanktop,clothing,nonliving,thesis_stim/tanktop_exemplar1.jpg,0.592593,old,0.252488243
treasure chest,decor,nonliving,thesis_stim/treasure_chest_exemplar1.jpg,0.45614,old,0.254410499
lighthouse,building,nonliving,thesis_stim/lighthouse_exemplar1.jpg,0.55102,old,0.263182251
sugar shaker,kitchen_items,nonliving,thesis_stim/sugar_shaker_exemplar1.jpg,0.44898,old,0.275571069
air conditioner,street_items,nonliving,thesis_stim/air_conditioner_exemplar1.jpg,0.491228,old,0.280841005
telephone booth,street_items,nonliving,thesis_stim/telephone_booth_exemplar1.jpg,0.488372,old,0.283496965
battery,electronics,nonliving,thesis_stim/battery_exemplar1.jpg,0.38,old,0.288039122
cricket,insect,living,thesis_stim/cricket_exemplar1.jpg,0.727273,old,0.289872612
toy wagon,toys,nonliving,thesis_stim/toy_wagon_exemplar1.jpg,0.693878,old,0.290611041
vacuum,appliances,nonliving,thesis_stim/vacuum_exemplar1.jpg,0.488889,old,0.2922386
computer monitor,electronics,nonliving,thesis_stim/computer_monitor_exemplar1.jpg,0.448276,old,0.292670734
globe,decor,nonliving,thesis_stim/globe_exemplar1.jpg,0.622222,old,0.295793174
tile,decor,nonliving,thesis_stim/tile_exemplar1.jpg,0.194444,old,0.295961111
mandolin,music_inst,nonliving,thesis_stim/mandolin_exemplar1.jpg,0.409091,old,0.297240592
nun,toys,nonliving,thesis_stim/nun_exemplar1.jpg,0.772727,old,0.297265868
washboard,tools,nonliving,thesis_stim/washboard_exemplar1.jpg,0.367347,old,0.304112949
schoolbus,vehicle,nonliving,thesis_stim/schoolbus_exemplar1.jpg,0.622222,old,0.304540113
polaroid,electronics,nonliving,thesis_stim/polaroid_exemplar1.jpg,0.407407,old,0.305966733
microwave,appliances,nonliving,thesis_stim/microwave_exemplar1.jpg,0.466667,old,0.308572698
guitar tuner,electronics,nonliving,thesis_stim/guitar_tuner_exemplar1.jpg,0.489796,old,0.312531632
harmonica,music_inst,nonliving,thesis_stim/harmonica_exemplar1.jpg,0.733333,old,0.312545643
space heater,electronics,nonliving,thesis_stim/space_heater_exemplar1.jpg,0.408163,old,0.312646042
bowl,kitchen_items,nonliving,thesis_stim/bowl_exemplar1.jpg,0.571429,old,0.320329118
pen,office_supplies,nonliving,thesis_stim/pen_exemplar1.jpg,0.2,old,0.325856876
loofah,tools,nonliving,thesis_stim/loofah_exemplar1.jpg,0.4,old,0.330403199
tambourine,music_inst,nonliving,thesis_stim/tambourine_exemplar1.jpg,0.64,old,0.333753421
tray,kitchen_items,nonliving,thesis_stim/tray_exemplar1.jpg,0.4,old,0.347176508
dolphin,sea,living,thesis_stim/dolphin_exemplar1.jpg,0.795918,old,0.347506935
tape,office_supplies,nonliving,thesis_stim/tape_exemplar1.jpg,0.688889,old,0.350303396
crib,furniture,nonliving,thesis_stim/crib_exemplar1.jpg,0.3,old,0.351167929
wristwatch,clothing,nonliving,thesis_stim/wristwatch_exemplar1.jpg,0.436364,old,0.3512573
vcr,appliances,nonliving,thesis_stim/vcr_exemplar1.jpg,0.488889,old,0.351508933
old camera,electronics,nonliving,thesis_stim/old_camera_exemplar1.jpg,0.310345,old,0.356379041
dress shoe,clothing,nonliving,thesis_stim/dress_shoe_exemplar1.jpg,0.535714,old,0.357135143
frame,household_items,nonliving,thesis_stim/frame_exemplar1.jpg,0.464286,old,0.357162398
sled,vehicle,nonliving,thesis_stim/sled_exemplar1.jpg,0.321429,old,0.357259725
scanner,electronics,nonliving,thesis_stim/scanner_exemplar1.jpg,0.4,old,0.361236498
ant,insect,living,thesis_stim/ant_exemplar1.jpg,0.772727,old,0.364902195
handheld vacuum,appliances,nonliving,thesis_stim/handheld_vacuum_exemplar1.jpg,0.448276,old,0.365335086
ring,clothing,nonliving,thesis_stim/ring_exemplar1.jpg,0.54,old,0.366501435
harp,music_inst,nonliving,thesis_stim/harp_exemplar1.jpg,0.6,old,0.367043208
crayon,toys,nonliving,thesis_stim/crayon_exemplar1.jpg,0.48,old,0.37109026
swan,birds,living,thesis_stim/swan_exemplar1.jpg,0.77551,old,0.373291943
muffin tin,kitchen_items,nonliving,thesis_stim/muffin_tin_exemplar1.jpg,0.48,old,0.373622251
ski,sports,nonliving,thesis_stim/ski_exemplar1.jpg,0.4,old,0.374654617
rubber duck,toys,nonliving,thesis_stim/rubber_duck_exemplar1.jpg,0.666667,old,0.377127933
pencil,household_items,nonliving,thesis_stim/pencil_exemplar1.jpg,0.777778,old,0.379064563
space shuttle,vehicle,nonliving,thesis_stim/space_shuttle_exemplar1.jpg,0.557692,old,0.379233222
cooking pot,kitchen_items,nonliving,thesis_stim/cooking_pot_exemplar1.jpg,0.32,old,0.381416417
cockroach,insect,living,thesis_stim/cockroach_exemplar1.jpg,0.694444,old,0.394015881
parking meter,street_items,nonliving,thesis_stim/parking_meter_exemplar1.jpg,0.482759,old,0.396977627
cooler,kitchen_items,nonliving,thesis_stim/cooler_exemplar1.jpg,0.2,old,0.398018005
trash bin,street_items,nonliving,thesis_stim/trash_bin_exemplar1.jpg,0.42,old,0.408128929
lock,tools,nonliving,thesis_stim/lock_exemplar1.jpg,0.37931,old,0.416293675
cellphone,electronics,nonliving,thesis_stim/cellphone_exemplar1.jpg,0.613636,old,0.417076319
swimsuit,clothing,nonliving,thesis_stim/swimsuit_exemplar1.jpg,0.535714,old,0.421744915
ice skate,clothing,nonliving,thesis_stim/ice_skate_exemplar1.jpg,0.392857,old,0.42189702
arch,building,nonliving,thesis_stim/arch_exemplar1.jpg,0.6,old,0.424116135
boot,clothing,nonliving,thesis_stim/boot_exemplar1.jpg,0.47619,old,0.424117726
dice,sports,nonliving,thesis_stim/dice_exemplar1.jpg,0.56,old,0.425735194
ATM,street_items,nonliving,thesis_stim/atm_exemplar1.jpg,0.577778,old,0.427298847
hamster wheel,household_items,nonliving,thesis_stim/hamster_wheel_exemplar1.jpg,0.48,old,0.42797409
shrimp,sea,living,thesis_stim/shrimp_exemplar1.jpg,0.890909,old,0.429135855
firetruck,vehicle,nonliving,thesis_stim/firetruck_exemplar1.jpg,0.88,old,0.434402491
hot air balloon,vehicle,nonliving,thesis_stim/hot_air_balloon_exemplar1.jpg,0.62069,old,0.436154683
toy basket,toys,nonliving,thesis_stim/toy_basket_exemplar1.jpg,0.469388,old,0.437372007
oven,appliances,nonliving,thesis_stim/oven_exemplar1.jpg,0.527778,old,0.43766258
hut,building,nonliving,thesis_stim/hut_exemplar1.jpg,0.52,old,0.439416575
bassoon,music_inst,nonliving,thesis_stim/bassoon_exemplar1.jpg,0.642857,old,0.441835428
tuba,music_inst,nonliving,thesis_stim/tuba_exemplar1.jpg,0.678571,old,0.445294942
wetsuit,clothing,nonliving,thesis_stim/wetsuit_exemplar1.jpg,0.326531,old,0.453496005
shelf,furniture,nonliving,thesis_stim/shelf_exemplar1.jpg,0.477273,old,0.454118803
minivan,vehicle,nonliving,thesis_stim/minivan_exemplar1.jpg,0.18,old,0.454192289
bottle,kitchen_items,nonliving,thesis_stim/bottle_exemplar1.jpg,0.363636,old,0.45614254
snail,insect,living,thesis_stim/snail_exemplar1.jpg,0.816327,old,0.460950071
pincushion,tools,nonliving,thesis_stim/pincushion_exemplar1.jpg,0.333333,old,0.464494526
galleon,vehicle,nonliving,thesis_stim/galleon_exemplar1.jpg,0.571429,old,0.472165759
thermos,sports,nonliving,thesis_stim/thermos_exemplar1.jpg,0.551724,old,0.474732485
beetle,insect,living,thesis_stim/beetle_exemplar1.jpg,0.745455,old,0.475463707
construction helmet,clothing,nonliving,thesis_stim/construction_helmet_exemplar1.jpg,0.4,old,0.475803412
planet,decor,nonliving,thesis_stim/planet_exemplar1.jpg,0.464286,old,0.476332856
badminton racquet,sports,nonliving,thesis_stim/badminton_racquet_exemplar1.jpg,0.530612,old,0.477677989
bathtub,furniture,nonliving,thesis_stim/bathtub_exemplar1.jpg,0.527778,old,0.488652536
bench,street_items,nonliving,thesis_stim/bench_exemplar1.jpg,0.714286,old,0.490336485
chest,furniture,nonliving,thesis_stim/chest_exemplar1.jpg,0.48,old,0.490533296
hand mirror,household_items,nonliving,thesis_stim/hand_mirror_exemplar1.jpg,0.416667,old,0.493495171
key,household_items,nonliving,thesis_stim/key_exemplar1.jpg,0.46,old,0.495131786
wrench,tools,nonliving,thesis_stim/wrench_exemplar1.jpg,0.553571,old,0.495187534
lawnmower,appliances,nonliving,thesis_stim/lawnmower_exemplar1.jpg,0.5,old,0.50051221
gas station,building,nonliving,thesis_stim/gas_station_exemplar1.jpg,0.527778,old,0.501628692
rattle,toys,nonliving,thesis_stim/rattle_exemplar1.jpg,0.305556,old,0.502018919
eagle,birds,living,thesis_stim/eagle_exemplar1.jpg,0.78,old,0.505982462
hookah,decor,nonliving,thesis_stim/hookah_exemplar1.jpg,0.714286,old,0.506831872
hairbrush,household_items,nonliving,thesis_stim/hairbrush_exemplar1.jpg,0.488889,old,0.507619095
pager,electronics,nonliving,thesis_stim/pager_exemplar1.jpg,0.333333,old,0.513738594
pants,clothing,nonliving,thesis_stim/pants_exemplar1.jpg,0.469388,old,0.517830866
bike helmet,clothing,nonliving,thesis_stim/bike_helmet_exemplar1.jpg,0.46,old,0.518063438
trumpet,music_inst,nonliving,thesis_stim/trumpet_exemplar1.jpg,0.545455,old,0.518310819
owl,birds,living,thesis_stim/owl_exemplar1.jpg,0.816327,old,0.518420986
congo drum,music_inst,nonliving,thesis_stim/congo_drum_exemplar1.jpg,0.52,old,0.521298377
sleigh,vehicle,nonliving,thesis_stim/sleigh_exemplar1.jpg,0.5,old,0.523081049
chalice,decor,nonliving,thesis_stim/chalice_exemplar1.jpg,0.92,old,0.531814043
flute,music_inst,nonliving,thesis_stim/flute_exemplar1.jpg,0.5,old,0.53609907
snowglobe,decor,nonliving,thesis_stim/snowglobe_exemplar1.jpg,0.42,old,0.536838733
bear,mammal,living,thesis_stim/bear_exemplar1.jpg,0.8,old,0.538201336
drum set,music_inst,nonliving,thesis_stim/drum_set_exemplar1.jpg,0.583333,old,0.541819782
rainboot,clothing,nonliving,thesis_stim/rainboot_exemplar1.jpg,0.321429,old,0.55003174
typewriter,office_supplies,nonliving,thesis_stim/typewriter_exemplar1.jpg,0.410714,old,0.553377951
porcupine,mammal,living,thesis_stim/porcupine_exemplar1.jpg,0.714286,old,0.55932604
guardrail,street_items,nonliving,thesis_stim/guardrail_exemplar1.jpg,0.428571,old,0.562389492
pick,tools,nonliving,thesis_stim/pick_exemplar1.jpg,0.586207,old,0.565770828
skateboard,sports,nonliving,thesis_stim/skateboard_exemplar1.jpg,0.413793,old,0.567110466
bridge,building,nonliving,thesis_stim/bridge_exemplar1.jpg,0.638298,old,0.567304156
tent,sports,nonliving,thesis_stim/tent_exemplar1.jpg,0.527778,old,0.569473298
crossbow,sports,nonliving,thesis_stim/crossbow_exemplar1.jpg,0.46,old,0.579309172
tractor,vehicle,nonliving,thesis_stim/tractor_exemplar1.jpg,0.416667,old,0.594550269
doghouse,street_items,nonliving,thesis_stim/doghouse_exemplar1.jpg,0.84,old,0.59569269
thimble,household_items,nonliving,thesis_stim/thimble_exemplar1.jpg,0.642857,old,0.596792373
syringe,tools,nonliving,thesis_stim/syringe_exemplar1.jpg,0.6,old,0.604241987
soccer ball,sports,nonliving,thesis_stim/soccerball_exemplar1.jpg,0.477272727,old,0.604698665
purse,clothing,nonliving,thesis_stim/purse_exemplar1.jpg,0.25,old,0.605452068
boxing gloves,sports,nonliving,thesis_stim/boxing_gloves_exemplar1.jpg,0.795918,old,0.608869795
fan,appliances,nonliving,thesis_stim/fan_exemplar1.jpg,0.555556,old,0.609245067
