
broom,tools,nonliving,thesis_stim/broom_exemplar1.jpg,0.305556,old
coffeemaker,appliances,nonliving,thesis_stim/coffeemaker_exemplar1.jpg,0.551724,old
calculator,electronics,nonliving,thesis_stim/calculator_exemplar1.jpg,0.28,old
cooler,kitchen_items,nonliving,thesis_stim/cooler_exemplar1.jpg,0.2,old
cabin,building,nonliving,thesis_stim/cabin_exemplar1.jpg,0.489796,old
harmonica,music_inst,nonliving,thesis_stim/harmonica_exemplar1.jpg,0.733333,old
crayon,toys,nonliving,thesis_stim/crayon_exemplar1.jpg,0.48,old
slinky,toys,nonliving,thesis_stim/slinky_exemplar1.jpg,0.457143,old
schoolbus,vehicle,nonliving,thesis_stim/schoolbus_exemplar1.jpg,0.622222,old
hamster cage,household_items,nonliving,thesis_stim/hamster_cage_exemplar1.jpg,0.58,old
piano,music_inst,nonliving,thesis_stim/piano_exemplar1.jpg,0.45614,old
bunkbed,furniture,nonliving,thesis_stim/bunkbed_exemplar1.jpg,0.696429,old
organ,music_inst,nonliving,thesis_stim/organ_exemplar1.jpg,0.571429,old
pagoda,building,nonliving,thesis_stim/pagoda_exemplar1.jpg,0.590909,old
canteen,tools,nonliving,thesis_stim/canteen_exemplar1.jpg,0.482143,old
music stand,music_inst,nonliving,thesis_stim/music_stand_exemplar1.jpg,0.425926,old
snowglobe,decor,nonliving,thesis_stim/snowglobe_exemplar1.jpg,0.42,old
picnic table,street_items,nonliving,thesis_stim/picnic_table_exemplar1.jpg,0.574074,old
shovel,tools,nonliving,thesis_stim/shovel_exemplar1.jpg,0.488889,old
sandpaper,tools,nonliving,thesis_stim/sandpaper_exemplar1.jpg,0.509091,old
tambourine,music_inst,nonliving,thesis_stim/tambourine_exemplar1.jpg,0.64,old
fondue fork,kitchen_items,nonliving,thesis_stim/fondue_fork_exemplar1.jpg,0.581395,old
teddybear,toys,nonliving,thesis_stim/teddybear_exemplar1.jpg,0.688889,old
arch,building,nonliving,thesis_stim/arch_exemplar1.jpg,0.6,old
dinner knife,kitchen_items,nonliving,thesis_stim/dinner_knife_exemplar1.jpg,0.285714,old
clarinet,music_inst,nonliving,thesis_stim/clarinet_exemplar1.jpg,0.734694,old
rattle,toys,nonliving,thesis_stim/rattle_exemplar1.jpg,0.305556,old
cross,decor,nonliving,thesis_stim/cross_exemplar1.jpg,0.790698,old
yarn,tools,nonliving,thesis_stim/yarn_exemplar1.jpg,0.561404,old
snail,insect,living,thesis_stim/snail_exemplar1.jpg,0.816327,old
file cabinet,furniture,nonliving,thesis_stim/file_cabinet_exemplar1.jpg,0.5,old
earthworm,insect,living,thesis_stim/earthworm_exemplar1.jpg,0.655172,old
thimble,household_items,nonliving,thesis_stim/thimble_exemplar1.jpg,0.642857,old
tent,sports,nonliving,thesis_stim/tent_exemplar1.jpg,0.527778,old
gong,music_inst,nonliving,thesis_stim/gong_exemplar1.jpg,0.314286,old
scanner,electronics,nonliving,thesis_stim/scanner_exemplar1.jpg,0.4,old
stationary bike,sports,nonliving,thesis_stim/stationary_bike_exemplar1.jpg,0.46,old
blender,appliances,nonliving,thesis_stim/blender_exemplar1.jpg,0.413793,old
rubber duck,toys,nonliving,thesis_stim/rubber_duck_exemplar1.jpg,0.666667,old
violin,music_inst,nonliving,thesis_stim/violin_exemplar1.jpg,0.694444,old
alarm clock,household_items,nonliving,thesis_stim/alarm_clock_exemplar1.jpg,0.408163,old
cap,clothing,nonliving,thesis_stim/cap_exemplar1.jpg,0.408163,old
muffin tin,kitchen_items,nonliving,thesis_stim/muffin_tin_exemplar1.jpg,0.48,old
mosque,building,nonliving,thesis_stim/mosque_exemplar1.jpg,0.482143,old
shuttlecock,sports,nonliving,thesis_stim/shuttlecock_exemplar1.jpg,0.388889,old
ant,insect,living,thesis_stim/ant_exemplar1.jpg,0.772727,old
treasure chest,decor,nonliving,thesis_stim/treasure_chest_exemplar1.jpg,0.45614,old
flute,music_inst,nonliving,thesis_stim/flute_exemplar1.jpg,0.5,old
sugar shaker,kitchen_items,nonliving,thesis_stim/sugar_shaker_exemplar1.jpg,0.44898,old
eagle,birds,living,thesis_stim/eagle_exemplar1.jpg,0.78,old
frying pan,kitchen_items,nonliving,thesis_stim/frying_pan_exemplar1.jpg,0.574074,old
clamp,tools,nonliving,thesis_stim/clamp_exemplar1.jpg,0.5,old
musical keyboard,music_inst,nonliving,thesis_stim/musical_keyboard_exemplar1.jpg,0.563636,old
clown,toys,nonliving,thesis_stim/clown_exemplar1.jpg,0.909091,old
scooter,vehicle,nonliving,thesis_stim/scooter_exemplar1.jpg,0.177778,old
pushpin,office_supplies,nonliving,thesis_stim/pushpin_exemplar1.jpg,0.625,old
bike helmet,clothing,nonliving,thesis_stim/bike_helmet_exemplar1.jpg,0.46,old
toy basket,toys,nonliving,thesis_stim/toy_basket_exemplar1.jpg,0.469388,old
dolphin,sea,living,thesis_stim/dolphin_exemplar1.jpg,0.795918,old
bench,street_items,nonliving,thesis_stim/bench_exemplar1.jpg,0.714286,old
teepee,building,nonliving,thesis_stim/teepee_exemplar1.jpg,0.563636,old
toaster oven,appliances,nonliving,thesis_stim/toaster_oven_exemplar1.jpg,0.5,old
cigar box,decor,nonliving,thesis_stim/cigar_box_exemplar1.jpg,0.64,old
toy apple,toys,nonliving,thesis_stim/toy_apple_exemplar1.jpg,0.551724,old
